,timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_prep,tweets_clean,label
969,2020-09-27 20:37:46,war,Very Intriguing that the US embassy would be closing in Iraq. #US #Embassy #Democrats #Republicans #Iraq #Iran #Embassy #War #Election2020 #BidenHarris2020 #TrumpPence2020 #America #MiddleEast #ForeignAffairs @StateDept @DeptofDefense @SecPompeo,2.0,1.0,3.0,ChrisB892020,Omaha Nebraska,210,160,0,US Embassy Democrats Republicans Iraq Iran Embassy War Election2020 BidenHarris2020 TrumpPence2020 America MiddleEast ForeignAffairs,us embassy democrats republicans iraq iran embassy war election 2020biden harris 2020trumppence2020 america middle east foreign affairs,Very Intriguing that the US embassy would be closing in Iraq.                 ,Very Intriguing that the US embassy would be closing in Iraq                 ,USA
972,2020-09-27 20:16:03,war,"#Artsakh #Armenia #war #azerbaijan #aggression #StopAzerbaijaniAggression
Военнослужащие, погибшие при отражении азербайджанской агрессии
Асмик Арзуманян,  1985 г.
Варданян Лерник , 1978 г.р.
Минасян Георгий , 1979 г.р.
Хачатрян Овик , 1990 г.р.
Мнацаканян Ашот. 1979 г.",2.0,,1.0,vozni,"Yerevan, Armenia",588,"4,688",0,Artsakh Armenia war azerbaijan aggression StopAzerbaijaniAggression,artsakh armenia war azerbaijan aggression stop azerbaijani aggression,"     Военнослужащие, погибшие при отражении азербайджанской агрессииАсмик Арзуманян,   г.Варданян Лерник ,  г.р.Минасян Георгий ,  г.р.Хачатрян Овик ,  г.р.Мнацаканян Ашот.  г.",     Военнослужащие погибшие при отражении азербайджанской агрессииАсмик Арзуманян   гВарданян Лерник   грМинасян Георгий   грХачатрян Овик   грМнацаканян Ашот  г,Azerbaijan_Armenia
973,2020-09-27 20:09:44,war,#Army #ArmenianArmy #ArtsakhStrong #War,,1.0,2.0,ztsaturian,,50,72,0,Army ArmenianArmy ArtsakhStrong War,army armenian army artsakh strong war,   ,   ,Azerbaijan_Armenia
974,2020-09-27 20:07:48,war,#IStandWithArtsakh #IstandWithArmenia #StopAliyev #StopAzerbaijaniAggression #StopAzeriAggression #StopAzerbaijan #ArmenianArmy #turkey #erdogan #putin #russia #trump #war #Caucasus2020 #Karabakh,1.0,,1.0,liontarakos,Κάπου δροσερά με παρέα ρομπότ,"4,422","1,686",0,IStandWithArtsakh IstandWithArmenia StopAliyev StopAzerbaijaniAggression StopAzeriAggression StopAzerbaijan ArmenianArmy turkey erdogan putin russia trump war Caucasus2020 Karabakh,i stand with artsakh i stand with armenia stop aliyev stop azerbaijani aggression stop azeri aggression stop azerbaijan armenian army turkey erdogan put in russia trump war caucasus 2020 karabakh,              ,              ,Azerbaijan_Armenia
975,2020-09-27 19:59:26,war,"#War It had been years and years that #Azerbaiyan has denounced the armenian conduct in #NagornoKarabakh. Nobody listen them. Nobody cares. Then, you have the result. I don't like Erdogan or Aliyev, but I full stand with turkish and azeri people, in THIS case",1.0,,4.0,mandrade547,"Santiago, Chile",62,71,0,War Azerbaiyan NagornoKarabakh,wa razer bai yan nagorno karabakh," It had been years and years that  has denounced the armenian conduct in . Nobody listen them. Nobody cares. Then, you have the result. I don't like Erdogan or Aliyev, but I full stand with turkish and azeri people, in THIS case", It had been years and years that  has denounced the armenian conduct in  Nobody listen them Nobody cares Then you have the result I dont like Erdogan or Aliyev but I full stand with turkish and azeri people in THIS case,Azerbaijan_Armenia
977,2020-09-27 19:41:56,war,"President of Artsakh (Nagorno-Karabakh Republic): They declared a war?Th... https://youtu.be/3UsIeREXw8g via @YouTube 

#Azerbaijan #Armenia #NagornoKarabakh #Fighting #drone #war",,,,TetovaOnline,,499,37,0,Azerbaijan Armenia NagornoKarabakh Fighting drone war,azerbaijan armenia nagorno karabakh fighting drone war,President of Artsakh (Nagorno-Karabakh Republic): They declared a war?Th...  via       ,President of Artsakh NagornoKarabakh Republic They declared a warTh  via       ,Azerbaijan_Armenia
978,2020-09-27 19:39:33,war,"ExactlyUse your brains, please. Open your eyes and face the reality.
#Armenia #ArtsakhStrong #Artsakh #ArmeniaStrong #StopAzerbaijaniAggression #StopAliyev #War",,,1.0,ManeNersisyan,Armenia,212,298,0,Armenia ArtsakhStrong Artsakh ArmeniaStrong StopAzerbaijaniAggression StopAliyev War,armenia artsakh strong artsakh armenia strong stop azerbaijani aggression stop aliyev war,"ExactlyUse your brains, please. Open your eyes and face the reality.      ",ExactlyUse your brains please Open your eyes and face the reality      ,Azerbaijan_Armenia
980,2020-09-27 19:22:53,war,"A commaning officer of the swiss army cavalry once told me ""I command battle tanks, i don't know what static is"" #Armenia #Azerbaijan #Tanks #war #cavalry",,,,DimitrisVg,België,595,79,0,Armenia Azerbaijan Tanks war cavalry,armenia azerbaijan tanks war cavalry,"A commaning officer of the swiss army cavalry once told me ""I command battle tanks, i don't know what static is""     ",A commaning officer of the swiss army cavalry once told me I command battle tanks i dont know what static is     ,Azerbaijan_Armenia
984,2020-09-27 18:56:34,war,"#Artsakh #azerbaijan #Armenia #StopAzerbaijaniAggression #war
В ходе молниеносной контратаки сил Армии Обороны Арцаха у противника отбито 11 (!!!) единиц техники, в том числе БМП-3 с полным боекомплектом",,,3.0,vozni,"Yerevan, Armenia",588,"4,688",0,Artsakh azerbaijan Armenia StopAzerbaijaniAggression war,artsakh azerbaijan armenia stop azerbaijani aggression war,"    В ходе молниеносной контратаки сил Армии Обороны Арцаха у противника отбито  (!!!) единиц техники, в том числе БМП- с полным боекомплектом",    В ходе молниеносной контратаки сил Армии Обороны Арцаха у противника отбито   единиц техники в том числе БМП с полным боекомплектом,Azerbaijan_Armenia
987,2020-09-27 18:19:05,war,"New #War begins in South Asian region...... 
Between Armenia and Azerbaijan

#AzerbaijanIsNotAlone",,,,RafeyZulnorain,"Punjab, Pakistan",14,42,0,War AzerbaijanIsNotAlone,war azerbaijan is not alone,New  begins in South Asian region...... Between Armenia and Azerbaijan,New  begins in South Asian region Between Armenia and Azerbaijan,Azerbaijan_Armenia
988,2020-09-27 18:13:50,war,"#KarabakhNow #Artsakh #war 

The statement spread by the press service of the Ministry of Defense of Azerbaijan that the Azerbaijani army has the Vardenis-Martakert highway under control does not correspond to reality.",,,,Mariam70319362,,36,17,0,KarabakhNow Artsakh war,karabakh now artsakh war,   The statement spread by the press service of the Ministry of Defense of Azerbaijan that the Azerbaijani army has the Vardenis-Martakert highway under control does not correspond to reality.,   The statement spread by the press service of the Ministry of Defense of Azerbaijan that the Azerbaijani army has the VardenisMartakert highway under control does not correspond to reality,Azerbaijan_Armenia
989,2020-09-27 18:08:26,war,@bbc @cnn @cbc #karabakh #azerbaijan #armenia #khankendi #ermenistan #azerbeycan #Азербайджан #Армения #azerbaijanarmenia #stepanakert #artsakh #war #news #bbc #abc #abcnews #lanews #trending #NagornoKarabakh #KarabakhisAzerbaijan #KarabakhNow #KarabakhbelongstoAzerbaijan,,,3.0,turkanval,,407,421,0,karabakh azerbaijan armenia khankendi ermenistan azerbeycan Азербайджан Армения azerbaijanarmenia stepanakert artsakh war news bbc abc abcnews lanews trending NagornoKarabakh KarabakhisAzerbaijan KarabakhNow KarabakhbelongstoAzerbaijan,karabakh azerbaijan armenia khan kendiermenistanazerbey can azerbaijan armenia stepanakert artsakh war news bbc abc abcnews la news trending nagorno karabakh karabakh is azerbaijan karabakh now karabakh belongs to azerbaijan,                        ,                        ,Azerbaijan_Armenia
991,2020-09-27 18:03:28,war,"#War, #war, #war between #Armenia  and #Azerbaijan",,,1.0,juannon20,"Fresno, CA","5,003",409,0,War war war Armenia Azerbaijan,war war war armenia azerbaijan,", ,  between   and ",   between   and ,Azerbaijan_Armenia
992,2020-09-27 17:53:21,war,"#Azerbaijan #Baku #Crufew #Karabakh #war

President of the Republic of Azerbaijan Ilham Aliyev has signed the Decree declaring martial law.",1.0,1.0,2.0,Xy5Z89,"Deutschland, EU",520,"1,516",0,Azerbaijan Baku Crufew Karabakh war,azerbaijan baku cru few karabakh war,    President of the Republic of Azerbaijan Ilham Aliyev has signed the Decree declaring martial law.,    President of the Republic of Azerbaijan Ilham Aliyev has signed the Decree declaring martial law,Azerbaijan_Armenia
995,2020-09-27 17:40:23,war,"#Artsakh #Armenia #azerbaijan #war #aggressor
!ДЕЗИНФОРМАЦИЯ!
Информация распространяемая пресслужбой МО азербайджана о том что ими взята под контроль межгосударственная трасса Варденис-Мардакерт очередная ложь рассчитанная на внутренний рынок мазутного султаната.",,3.0,3.0,vozni,"Yerevan, Armenia",588,"4,688",0,Artsakh Armenia azerbaijan war aggressor,artsakh armenia azerbaijan war aggressor,    !ДЕЗИНФОРМАЦИЯ!Информация распространяемая пресслужбой МО азербайджана о том что ими взята под контроль межгосударственная трасса Варденис-Мардакерт очередная ложь рассчитанная на внутренний рынок мазутного султаната.,    ДЕЗИНФОРМАЦИЯИнформация распространяемая пресслужбой МО азербайджана о том что ими взята под контроль межгосударственная трасса ВарденисМардакерт очередная ложь рассчитанная на внутренний рынок мазутного султаната,Azerbaijan_Armenia
997,2020-09-27 17:29:33,war,"War Start many casualties heavy fighting http://islamabadpknews.com/2020/09/27/war-start-many-casualties-heavy-fighting/… 
 #AzerbaijanIsNotAlone #Armenia #War #PakistanArmy #IndiaChinaFaceOff",,2.0,1.0,IslamabadNews9,"Islamabad, Pakistan",76,18,0,AzerbaijanIsNotAlone Armenia War PakistanArmy IndiaChinaFaceOff,azerbaijan is not alone armenia war pakistan army india china faceoff,War Start many casualties heavy fighting …      ,War Start many casualties heavy fighting …      ,Azerbaijan_Armenia
998,2020-09-27 17:20:42,war,"I am #Armenian, this morning again my life started with a new of #war, a #war against peaceful people, against my people, a #war started by #Azerbaijan. We will always defend our country, our holy land, stop #AzerbaijanAgression.
#ArtsakhStrong #WeWillWin",,2.0,1.0,MarietaSafaryan,Armenia,80,22,0,Armenian war war war Azerbaijan AzerbaijanAgression ArtsakhStrong WeWillWin,armenian war war war azerbaijan azerbaijan agression artsakh strong we will win,"I am , this morning again my life started with a new of , a  against peaceful people, against my people, a  started by . We will always defend our country, our holy land, stop . ",I am  this morning again my life started with a new of  a  against peaceful people against my people a  started by  We will always defend our country our holy land stop  ,Azerbaijan_Armenia
1002,2020-09-27 16:34:16,war,"Conflicto Armenia y Azerbaiyán por una región de mayoría Armenio (idioma, religión, etc) pero oficialmente pertenece al otro país. De haber una guerra, Rusia  apoyaría a Armenia y Turquía  a Azerbaiyán. Quien ganaría #Caucaso #War #Cristiano #Musulman #Russia #Turkey #Putin",,2.0,6.0,ClimaPeruMundo,Mundo,6,"2,056",0,Caucaso War Cristiano Musulman Russia Turkey Putin,cauca so war cristiano mus ulman russia turkey put in,"Conflicto Armenia y Azerbaiyán por una región de mayoría Armenio (idioma, religión, etc) pero oficialmente pertenece al otro país. De haber una guerra, Rusia  apoyaría a Armenia y Turquía  a Azerbaiyán. Quien ganaría       ",Conflicto Armenia y Azerbaiyán por una región de mayoría Armenio idioma religión etc pero oficialmente pertenece al otro país De haber una guerra Rusia  apoyaría a Armenia y Turquía  a Azerbaiyán Quien ganaría       ,Turkey
1003,2020-09-27 16:25:35,war,#Armenia #Artsakh #NagornoKarabakh #war #Peace #OSCE #ՀԱՂԹԵԼՈՒԵՆՔ #Armeniastrong,,,,B2KIRAKOSYAN,United States,94,57,0,Armenia Artsakh NagornoKarabakh war Peace OSCE ՀԱՂԹԵԼՈՒԵՆՔ Armeniastrong,armenia artsakh nagorno karabakh war peace osce armenia strong,       ,       ,Azerbaijan_Armenia
1004,2020-09-27 16:12:37,war,#Armenia and Azerbaijan erupt into #war over disputed #Artsakh,1.0,,,PascalProfessor,,175,108,0,Armenia war Artsakh,armenia war artsakh, and Azerbaijan erupt into  over disputed , and Azerbaijan erupt into  over disputed ,Azerbaijan_Armenia
1006,2020-09-27 15:48:54,war,#Armenia is killing civilians!  Why are #EuropeanUnion and #USA keeping silent?  Or are you using the Armenians to start a #war in the #Caucasus? @realDonaldTrump @EmmanuelMacron #Τουρκια #Azerbeycan #Azərbaycan,,,,tunhan_demirci,"Isparta Merkez, Isparta",197,27,0,Armenia EuropeanUnion USA war Caucasus Τουρκια Azerbeycan Azərbaycan,armenia european union usa war caucasus azerbeycanazrbay can, is killing civilians!  Why are  and  keeping silent?  Or are you using the Armenians to start a  in the ?     , is killing civilians  Why are  and  keeping silent  Or are you using the Armenians to start a  in the      ,Azerbaijan_Armenia
1007,2020-09-27 15:45:48,war,"#Armenia #war #Azerbaijan #Azerbaycan #ermenistan #Karabakh 
Get out of Karabakh, Armenia. that's our land. Do you want war? then don't run !! You will just die tired ...",1.0,1.0,7.0,eX_aLpiN,,200,428,0,Armenia war Azerbaijan Azerbaycan ermenistan Karabakh,armenia war azerbaijan azerbaycan er men istan karabakh,"      Get out of Karabakh, Armenia. that's our land. Do you want war? then don't run !! You will just die tired ...",      Get out of Karabakh Armenia thats our land Do you want war then dont run  You will just die tired ,Azerbaijan_Armenia
1008,2020-09-27 15:44:13,war,"The situation in #Artsakh/#Karabakh is still escalated. 16 soldiers, a woman and child killed, we have more than 100 wounded. There are no winners in #war . 
#StopAzeriAgression #NKpeace",,5.0,2.0,ArmenianWomen,Armenia,905,"4,246",0,Artsakh Karabakh war StopAzeriAgression NKpeace,artsakh karabakh wars top azeri agression nk peace,"The situation in / is still escalated.  soldiers, a woman and child killed, we have more than  wounded. There are no winners in  .  ",The situation in  is still escalated  soldiers a woman and child killed we have more than  wounded There are no winners in    ,Azerbaijan_Armenia
1010,2020-09-27 15:35:20,war,"#WW3 BREAKING: #Armenia’s PM says ‘We take the invasion from the #Azerbaijan army in our lands as a declaration of #War, so it be’, meanwhile more troops are invested in the battle creating the first front of this War.",,1.0,1.0,Tyduroll,"Birmingham, England",136,200,0,WW3 Armenia Azerbaijan War,ww3 armenia azerbaijan war," BREAKING: ’s PM says ‘We take the invasion from the  army in our lands as a declaration of , so it be’, meanwhile more troops are invested in the battle creating the first front of this War.", BREAKING ’s PM says ‘We take the invasion from the  army in our lands as a declaration of  so it be’ meanwhile more troops are invested in the battle creating the first front of this War,Azerbaijan_Armenia
